uid,age,gender,race
5678,13,Female,Black
5679,36,Male,White
5680,42,Female,White
5681,40,Female,White
5682,55,Female,White
5683,48,Female,White
5684,54,Female,White
5685,50,Male,White
5686,6,Male,Black
5687,15,Female,Asian
5688,35,Female,White
5689,24,Female,Hispanic
5690,92,Male,Asian
5691,57,Female,White
5692,31,Female,Two
5693,31,Female,White
5694,64,Male,White
5695,33,Female,Black
5696,34,Female,White
5697,45,Female,White
5698,37,Female,Hispanic
5699,32,Male,White
5700,32,Female,White
5701,83,Male,White
5702,56,Male,White
5703,42,Male,White
5704,38,Male,White
5705,32,Female,White
5706,80,Male,Hispanic
5707,24,Male,White
5708,0,Male,White
5709,48,Male,Hispanic
5710,28,Female,White
5711,22,Male,White
5712,21,Male,White
5713,33,Male,White
5714,51,Female,White
5715,53,Male,White
5716,4,Female,White
5717,32,Male,Black
5718,72,Female,Hispanic
5719,41,Male,Hispanic
5720,47,Male,White
5721,12,Female,White
5722,16,Female,Hispanic
5723,7,Male,White
5724,51,Male,White
5725,66,Male,White
5726,6,Female,White
5727,30,Male,Black
5728,65,Female,White
5729,44,Female,White
5730,74,Female,White
5731,0,Male,White
5732,42,Female,Black
5733,15,Male,White
5734,34,Female,Hispanic
5735,24,Female,Hispanic
5736,16,Female,White
5737,48,Female,Hispanic
5738,54,Male,White
5739,47,Female,White
5740,18,Female,Black
5741,20,Male,Black
5742,25,Female,Hispanic
5743,50,Male,Hispanic
5744,30,Male,White
5745,3,Female,Two
5746,40,Female,Hispanic
5747,6,Male,White
5748,13,Male,Hispanic
5749,75,Male,Hispanic
5750,11,Male,Hispanic
5751,15,Female,White
5752,36,Female,White
5753,62,Female,White
5754,68,Male,White
5755,42,Male,White
5756,51,Male,White
5757,10,Male,Other
5758,3,Male,Hispanic
5759,21,Female,White
5760,10,Male,Hispanic
5761,33,Female,White
5762,0,Female,Black
5763,1,Female,Asian
5764,22,Male,White
5765,38,Male,Black
5766,2,Male,Black
5767,78,Female,White
5768,37,Male,White
5769,60,Male,Black
5770,17,Male,Hispanic
5771,44,Female,Hispanic
5772,61,Female,Black
5773,13,Male,White
5774,0,Female,White
5775,77,Female,Other
5776,23,Male,White
5777,38,Male,White
5778,0,Female,White
5779,36,Female,Black
5780,74,Male,Hispanic
5781,53,Male,Hispanic
5782,47,Male,Asian
5783,18,Male,Two
5784,68,Female,Hispanic
5785,1,Female,White
5786,52,Female,White
5787,57,Female,Black
5788,77,Male,White
5789,64,Female,Hispanic
5790,8,Female,Hispanic
5791,40,Female,White
5792,15,Female,Black
5793,42,Male,Hispanic
5794,65,Female,Hispanic
5795,54,Female,White
5796,68,Female,Black
5797,17,Male,White
5798,77,Male,White
5799,67,Male,Hispanic
5800,32,Male,Black
5801,35,Female,Hispanic
5802,25,Female,White
5803,27,Male,Black
5804,70,Male,White
5805,93,Male,Black
5806,74,Male,Black
5807,17,Male,Hispanic
5808,52,Female,Black
5809,11,Male,Hispanic
5810,89,Female,White
5811,16,Female,Hispanic
5812,16,Male,White
5813,42,Female,Black
5814,55,Female,Hispanic
5815,50,Male,Black
5816,4,Male,Hispanic
5817,32,Male,Black
5818,12,Male,White
5819,24,Female,White
5820,25,Male,Hispanic
5821,32,Female,Hispanic
5822,1,Female,Black
5823,12,Male,Hispanic
5824,31,Female,White
5825,57,Female,Hispanic
5826,80,Female,Black
5827,28,Male,White
5828,76,Male,Hispanic
5829,62,Female,Native
5830,15,Male,Hispanic
5831,62,Female,Black
5832,63,Female,Black
5833,42,Female,Hispanic
5834,38,Male,White
5835,20,Male,White
5836,72,Female,Hispanic
5837,65,Female,Asian
5838,22,Male,White
5839,41,Male,Hispanic
5840,4,Female,Hispanic
5841,82,Female,White
5842,22,Male,Black
5843,50,Female,Black
5844,77,Female,White
5845,84,Male,Hispanic
5846,12,Male,Black
5847,46,Female,White
5848,6,Male,Asian
5849,62,Male,Hispanic
5850,16,Male,White
5851,53,Male,White
5852,44,Male,White
5853,54,Female,Black
5854,4,Male,White
5855,7,Female,White
5856,44,Female,Two
5857,52,Female,Two
5858,18,Male,White
5859,47,Male,White
5860,28,Male,White
5861,6,Female,Two
5862,48,Male,Hispanic
5863,76,Female,Hispanic
5864,60,Male,White
5865,81,Male,White
5866,64,Female,Hispanic
5867,25,Male,White
5868,17,Male,White
5869,56,Male,Black
5870,24,Female,White
5871,90,Female,White
5872,57,Male,Hispanic
5873,47,Female,White
5874,13,Female,White
5875,22,Male,Hispanic
5876,17,Female,Hispanic
5877,38,Female,Hispanic
5878,31,Female,Hispanic
5879,11,Female,Hispanic
5880,16,Female,Hispanic
5881,98,Male,Hispanic
5882,0,Female,Hispanic
5883,40,Female,Black
5884,54,Male,Hispanic
5885,23,Male,White
5886,23,Female,White
5887,30,Female,White
5888,12,Female,Asian
5889,56,Female,White
5890,48,Female,White
5891,95,Male,Hispanic
5892,24,Male,White
5893,36,Male,Islander
5894,31,Female,White
5895,61,Male,Hispanic
5896,46,Female,White
5897,55,Male,White
5898,2,Male,Black
5899,57,Female,Black
5900,3,Female,White
5901,68,Male,Two
5902,54,Female,White
5903,64,Female,White
5904,35,Female,Hispanic
5905,46,Female,Hispanic
5906,0,Female,White
5907,32,Female,Black
5908,17,Female,White
5909,15,Female,Two
5910,32,Male,White
5911,12,Female,White
5912,30,Male,White
5913,61,Female,Hispanic
5914,1,Male,White
5915,45,Male,White
5916,24,Female,Hispanic
5917,31,Male,Hispanic
5918,34,Female,Black
5919,64,Female,White
5920,44,Female,Hispanic
5921,77,Male,White
5922,36,Female,White
5923,22,Male,Hispanic
5924,20,Female,Hispanic
5925,16,Male,Black
5926,1,Male,Black
5927,64,Female,Hispanic
5928,32,Female,Black
5929,38,Female,White
5930,6,Male,Hispanic
5931,14,Male,White
5932,25,Female,Hispanic
5933,27,Female,White
5934,94,Female,Black
5935,66,Female,Black
5936,36,Male,White
5937,66,Female,Hispanic
5938,58,Female,Asian
5939,36,Male,Hispanic
5940,23,Male,Hispanic
5941,8,Female,White
5942,26,Female,White
5943,68,Female,Two
5944,64,Male,White
5945,20,Male,Hispanic
5946,15,Male,White
5947,8,Male,Hispanic
5948,61,Female,Black
5949,37,Female,Hispanic
5950,32,Female,White
5951,50,Female,Hispanic
5952,30,Male,Hispanic
5953,62,Female,Asian
5954,5,Male,Hispanic
5955,54,Male,Hispanic
5956,4,Male,Black
5957,75,Male,White
5958,32,Female,Black
5959,67,Female,Hispanic
5960,13,Male,White
5961,24,Male,White
5962,33,Male,White
5963,27,Female,Hispanic
5964,75,Female,Hispanic
5965,24,Female,Hispanic
5966,45,Male,White
5967,31,Male,White
5968,57,Male,Hispanic
5969,55,Female,White
5970,28,Male,Black
5971,74,Male,White
5972,20,Male,Hispanic
5973,13,Female,White
5974,36,Female,Hispanic
5975,68,Female,Asian
5976,24,Female,White
5977,12,Male,White
5978,35,Male,Black
5979,55,Female,White
5980,27,Male,Hispanic
5981,1,Female,Hispanic
5982,61,Female,White
5983,75,Male,Hispanic
5984,76,Female,Black
5985,28,Female,Hispanic
5986,35,Female,Black
5987,34,Male,Hispanic
5988,3,Female,White
5989,7,Male,Hispanic
5990,28,Female,Black
5991,6,Male,Hispanic
5992,36,Male,White
5993,26,Male,White
5994,10,Male,White
5995,4,Female,Black
5996,73,Male,Asian
5997,41,Male,White
5998,58,Male,White
5999,81,Male,White
6000,52,Male,Hispanic
6001,0,Male,White
6002,26,Male,Black
6003,97,Female,Black
6004,55,Female,Black
6005,35,Female,White
6006,37,Female,White
6007,3,Female,Black
6008,73,Male,Black
6009,36,Female,Hispanic
6010,53,Female,White
6011,26,Female,White
6012,26,Female,White
6013,51,Female,White
6014,4,Female,Hispanic
6015,56,Female,White
6016,35,Female,White
6017,54,Male,White
6018,12,Male,Asian
6019,63,Female,White
6020,34,Female,White
6021,68,Male,White
6022,67,Male,White
6023,22,Male,White
6024,30,Female,Hispanic
6025,41,Male,White
6026,64,Female,White
6027,34,Male,Hispanic
6028,96,Male,White
6029,12,Male,Black
6030,89,Female,White
6031,73,Female,Black
6032,72,Male,Two
6033,2,Female,White
6034,52,Male,Hispanic
6035,22,Female,Asian
6036,11,Female,Hispanic
6037,6,Female,Black
6038,0,Female,White
6039,23,Female,White
6040,58,Female,Hispanic
6041,26,Female,Black
6042,48,Female,White
6043,26,Female,White
6044,8,Female,Asian
6045,42,Male,Asian
6046,28,Male,White
6047,11,Female,White
6048,28,Male,White
6049,56,Male,Hispanic
6050,15,Female,Black
6051,63,Male,Hispanic
6052,43,Female,Hispanic
6053,12,Female,Black
6054,38,Female,Black
6055,42,Female,White
6056,13,Male,White
6057,20,Female,White
6058,24,Male,Black
6059,42,Female,Asian
6060,15,Female,White
6061,12,Female,Black
6062,11,Male,White
6063,11,Female,White
6064,16,Male,Hispanic
6065,7,Male,Hispanic
6066,46,Male,White
6067,50,Female,White
6068,42,Male,White
6069,24,Male,Other
6070,44,Male,White
6071,28,Female,Black
6072,68,Male,Hispanic
6073,30,Female,Hispanic
6074,32,Male,Black
6075,10,Male,Hispanic
6076,11,Male,Hispanic
6077,76,Male,Black
6078,65,Male,White
6079,97,Female,White
6080,45,Male,Hispanic
6081,24,Male,White
6082,18,Male,White
6083,35,Male,Hispanic
6084,53,Female,White
6085,6,Male,White
6086,6,Male,Black
6087,7,Male,White
6088,97,Male,White
6089,51,Male,White
6090,56,Female,White
6091,64,Female,White
6092,53,Male,Two
6093,11,Male,Black
6094,1,Male,Asian
6095,40,Female,White
6096,58,Female,Asian
6097,30,Male,Hispanic
6098,5,Male,White
6099,57,Female,Black
6100,38,Male,Hispanic
6101,52,Male,Hispanic
6102,8,Female,Hispanic
6103,30,Female,White
6104,76,Female,White
6105,20,Female,Black
6106,65,Male,Black
6107,14,Female,White
6108,55,Female,White
6109,23,Female,White
6110,43,Female,Black
6111,35,Female,Hispanic
6112,20,Male,Hispanic
6113,30,Male,White
6114,60,Male,White
6115,21,Female,Hispanic
6116,70,Male,White
6117,55,Male,White
6118,52,Male,Hispanic
6119,17,Male,Hispanic
6120,12,Female,White
6121,57,Male,Hispanic
6122,35,Male,Asian
6123,6,Female,White
6124,62,Male,White
6125,3,Female,Black
6126,61,Female,Asian
6127,52,Female,Two
6128,0,Male,Hispanic
6129,31,Male,Hispanic
6130,52,Female,Asian
6131,68,Male,Hispanic
6132,54,Female,Hispanic
6133,3,Female,Hispanic
6134,75,Male,Asian
6135,12,Male,Black
6136,48,Male,Black
6137,74,Male,Black
6138,40,Male,White
6139,0,Female,White
6140,35,Male,Black
6141,41,Male,Hispanic
6142,31,Male,White
6143,27,Female,White
6144,20,Male,White
6145,42,Female,Black
6146,12,Female,Other
6147,45,Male,White
6148,73,Male,Two
6149,30,Male,Hispanic
6150,64,Female,Hispanic
6151,36,Male,Two
6152,11,Female,Hispanic
6153,83,Female,White
6154,52,Male,Hispanic
6155,40,Male,White
6156,6,Female,Hispanic
6157,36,Female,Hispanic
6158,50,Female,Hispanic
6159,61,Female,Hispanic
6160,63,Male,Two
6161,3,Male,White
6162,23,Female,Hispanic
6163,2,Female,White
6164,25,Female,Black
6165,8,Male,Hispanic
6166,47,Female,Hispanic
6167,1,Female,White
6168,0,Male,White
6169,30,Female,Hispanic
6170,5,Female,Hispanic
6171,4,Female,White
6172,20,Male,Hispanic
6173,64,Female,Hispanic
6174,67,Female,White
6175,97,Female,Black
6176,60,Male,White
6177,93,Male,Hispanic
6178,62,Female,Hispanic
6179,65,Female,Hispanic
6180,38,Female,Hispanic
6181,54,Male,White
6182,0,Male,Black
6183,37,Male,White
6184,23,Male,White
6185,35,Male,White
6186,23,Male,Hispanic
6187,54,Female,Hispanic
6188,91,Female,Native
6189,56,Female,White
6190,65,Female,White
6191,57,Male,White
6192,57,Female,Hispanic
6193,27,Male,Hispanic
6194,12,Female,White
6195,45,Male,Hispanic
6196,6,Male,White
6197,22,Female,Hispanic
6198,10,Female,Hispanic
6199,33,Female,Black
6200,33,Female,Hispanic
6201,56,Male,Hispanic
6202,20,Female,Hispanic
6203,27,Female,Hispanic
6204,11,Male,White
6205,33,Male,White
6206,5,Male,Black
6207,51,Male,Black
6208,36,Male,White
6209,52,Female,White
6210,3,Female,Hispanic
6211,1,Male,White
6212,40,Female,Black
6213,28,Female,White
6214,50,Female,White
6215,88,Female,Black
6216,35,Female,Hispanic
6217,34,Male,White
6218,47,Female,White
6219,60,Male,Black
6220,18,Male,Two
6221,65,Male,White
6222,47,Female,White
6223,33,Female,White
6224,57,Female,Asian
6225,55,Male,White
6226,4,Male,Hispanic
6227,24,Female,Hispanic
6228,3,Female,Hispanic
6229,74,Female,White
6230,50,Female,Asian
6231,13,Female,Hispanic
6232,37,Male,White
6233,66,Female,White
6234,2,Female,Hispanic
6235,24,Male,White
6236,14,Male,Asian
6237,20,Male,Two
6238,52,Male,White
6239,64,Male,White
6240,38,Male,White
6241,36,Male,White
6242,36,Female,Black
6243,20,Male,Asian
6244,16,Female,White
6245,17,Male,White
6246,40,Female,White
6247,47,Male,White
6248,28,Male,Black
6249,52,Male,Hispanic
6250,1,Male,Hispanic
6251,33,Female,Hispanic
6252,37,Male,Hispanic
6253,2,Female,Hispanic
6254,8,Female,Black
6255,2,Male,Hispanic
6256,76,Male,Asian
6257,6,Male,Black
6258,16,Male,White
6259,47,Female,Hispanic
6260,22,Male,White
6261,23,Male,White
6262,35,Male,Black
6263,89,Male,Hispanic
6264,32,Female,Hispanic
6265,5,Male,Two
6266,54,Male,Black
6267,0,Female,White
6268,57,Female,Hispanic
6269,32,Female,Hispanic
6270,74,Male,White
6271,18,Female,White
6272,24,Female,Hispanic
6273,31,Female,Black
6274,21,Female,White
6275,71,Male,Hispanic
6276,50,Female,Hispanic
6277,60,Female,Hispanic
6278,28,Female,Hispanic
6279,63,Male,Hispanic
6280,17,Female,Hispanic
6281,58,Male,White
6282,53,Male,Hispanic
6283,34,Male,Hispanic
6284,1,Male,Asian
6285,62,Male,Hispanic
6286,60,Male,White
6287,43,Female,Hispanic
6288,17,Male,White
6289,13,Male,White
6290,33,Male,White
6291,42,Female,White
6292,31,Male,White
6293,43,Male,White
6294,37,Female,White
6295,16,Male,White
6296,35,Female,Hispanic
6297,63,Female,White
6298,6,Female,Hispanic
6299,68,Female,Black
6300,33,Female,White
6301,40,Female,Black
6302,43,Male,White
6303,27,Female,Two
6304,4,Female,Asian
6305,12,Male,Hispanic
6306,3,Male,White
6307,61,Female,White
6308,32,Male,Hispanic
6309,2,Female,White
6310,8,Male,Hispanic
6311,48,Female,Hispanic
6312,42,Female,White
6313,75,Female,White
6314,54,Female,Hispanic
6315,23,Male,Black
6316,44,Male,Hispanic
6317,1,Female,White
6318,21,Female,White
6319,14,Female,Other
6320,22,Female,White
6321,78,Female,White
6322,18,Female,Hispanic
6323,11,Female,White
6324,32,Male,Hispanic
6325,14,Female,White
6326,18,Male,Hispanic
6327,26,Male,White
6328,35,Male,Hispanic
6329,18,Male,White
6330,44,Male,White
6331,18,Female,Black
6332,31,Female,White
6333,43,Male,Hispanic
6334,10,Male,White
6335,75,Female,White
6336,37,Male,Hispanic
6337,45,Female,White
6338,58,Male,Hispanic
6339,58,Female,Asian
6340,66,Female,White
6341,16,Female,White
6342,87,Female,Hispanic
6343,74,Male,Hispanic
6344,17,Female,Hispanic
6345,11,Female,White
6346,34,Male,White
6347,58,Male,White
6348,70,Female,White
6349,23,Male,Hispanic
6350,62,Female,Hispanic
6351,53,Male,White
6352,30,Female,White
6353,14,Male,White
6354,53,Female,Black
6355,95,Female,Hispanic
6356,44,Male,Black
6357,53,Female,White
6358,57,Female,White
6359,17,Male,White
6360,94,Female,Hispanic
6361,53,Male,White
6362,68,Male,Black
6363,36,Female,Black
6364,18,Female,White
6365,22,Male,White
6366,17,Male,White
6367,44,Female,Hispanic
6368,10,Male,Hispanic
6369,4,Female,Hispanic
6370,94,Male,White
6371,54,Female,Asian
6372,63,Female,White
6373,6,Male,Two
6374,16,Female,Hispanic
6375,11,Female,Asian
6376,74,Female,White
6377,11,Female,Two
6378,6,Female,Hispanic
6379,46,Male,Hispanic
6380,41,Male,White
6381,3,Male,White
6382,57,Female,Hispanic
6383,57,Male,White
6384,22,Female,Hispanic
6385,35,Male,Black
6386,21,Female,Hispanic
6387,1,Female,Hispanic
6388,38,Male,White
6389,45,Male,White
6390,91,Female,White
6391,34,Male,White
6392,4,Female,White
6393,63,Female,Hispanic
6394,60,Female,Other
6395,13,Female,Asian
6396,65,Male,Hispanic
6397,15,Male,Black
6398,27,Male,White
6399,14,Male,White
6400,37,Female,White
6401,70,Male,Hispanic
6402,64,Female,Hispanic
6403,2,Male,White
6404,28,Male,Black
6405,66,Female,Hispanic
6406,58,Female,White
6407,7,Female,White
6408,68,Female,White
6409,7,Female,Hispanic
6410,15,Male,White
6411,40,Female,White
6412,21,Male,White
6413,5,Male,Black
6414,43,Male,Hispanic
6415,44,Female,Black
6416,63,Female,Hispanic
6417,13,Female,Hispanic
6418,71,Female,Hispanic
6419,35,Female,White
6420,32,Male,Hispanic
6421,5,Male,Black
6422,3,Male,Hispanic
6423,46,Male,White
6424,4,Female,Hispanic
6425,36,Male,White
6426,86,Female,White
6427,26,Male,White
6428,14,Male,Hispanic
6429,14,Male,White
6430,20,Female,White
6431,36,Female,White
6432,23,Male,Hispanic
6433,40,Male,White
6434,42,Male,White
6435,36,Male,White
6436,58,Male,Black
6437,76,Male,White
6438,72,Female,Hispanic
6439,17,Female,Hispanic
6440,97,Male,Hispanic
6441,75,Male,White
6442,54,Male,Hispanic
6443,55,Male,White
6444,15,Male,White
6445,21,Male,White
6446,63,Female,White
6447,55,Male,White
6448,77,Female,White
6449,23,Female,White
6450,45,Female,Black
6451,11,Female,White
6452,15,Male,White
6453,47,Male,Hispanic
6454,11,Female,White
6455,60,Female,White
6456,40,Male,Hispanic
6457,12,Male,White
6458,71,Male,Hispanic
6459,36,Male,White
6460,60,Male,White
6461,22,Male,Hispanic
6462,33,Female,Hispanic
6463,48,Male,Hispanic
6464,33,Male,White
6465,6,Male,White
6466,30,Male,Hispanic
6467,41,Female,White
6468,31,Male,White
6469,60,Male,Two
6470,33,Male,White
6471,38,Female,Black
6472,3,Male,White
6473,30,Female,White
6474,38,Male,White
6475,22,Male,White
6476,8,Female,Two
6477,31,Female,White
6478,41,Male,White
6479,7,Male,Hispanic
6480,53,Female,Hispanic
6481,64,Female,White
6482,10,Male,Hispanic
6483,74,Male,Black
6484,22,Female,Black
6485,15,Female,Black
6486,4,Male,White
6487,36,Male,White
6488,27,Male,White
6489,11,Female,White
6490,84,Male,White
6491,44,Male,Hispanic
6492,17,Female,White
6493,7,Female,White
6494,58,Male,Black
6495,27,Female,Hispanic
6496,17,Male,White
6497,50,Female,Black
6498,26,Male,White
6499,6,Male,White
6500,6,Male,White
6501,30,Male,Asian
6502,63,Female,Hispanic
6503,0,Male,White
6504,47,Male,White
6505,40,Male,White
6506,18,Female,Black
6507,24,Male,Hispanic
6508,32,Female,Hispanic
6509,13,Female,White
6510,26,Male,White
6511,67,Female,White
6512,38,Male,Other
6513,32,Male,Hispanic
6514,34,Female,Hispanic
6515,27,Male,Hispanic
6516,18,Female,Black
6517,48,Female,White
6518,21,Female,Hispanic
6519,48,Female,Hispanic
6520,37,Female,White
6521,27,Female,White
6522,14,Male,Hispanic
6523,88,Male,Black
6524,28,Male,Hispanic
6525,65,Female,White
6526,55,Male,White
6527,47,Female,White
6528,57,Female,Hispanic
6529,25,Female,White
6530,53,Female,Hispanic
6531,28,Female,Hispanic
6532,66,Female,White
6533,40,Male,Hispanic
6534,61,Male,Hispanic
6535,10,Male,White
6536,46,Female,White
6537,37,Female,Black
6538,4,Male,White
6539,21,Male,White
6540,55,Male,White
6541,1,Female,White
6542,94,Male,White
6543,23,Female,White
6544,15,Male,White
6545,52,Male,Hispanic
6546,62,Male,White
6547,0,Male,Black
6548,66,Male,White
6549,15,Female,White
6550,28,Male,White
6551,23,Female,Black
6552,53,Female,White
6553,33,Male,White
6554,77,Female,Hispanic
6555,11,Female,Hispanic
6556,22,Male,Hispanic
6557,6,Male,White
6558,41,Female,Hispanic
6559,28,Female,White
6560,20,Male,Hispanic
6561,3,Female,Black
6562,26,Female,White
6563,14,Female,White
6564,83,Male,Black
6565,68,Male,White
6566,25,Male,White
6567,36,Male,White
6568,36,Female,White
6569,40,Male,Asian
6570,48,Female,White
6571,17,Male,Two
6572,22,Female,Hispanic
6573,8,Male,White
6574,90,Male,Hispanic
6575,46,Male,White
6576,34,Female,Hispanic
6577,17,Male,White
6578,41,Female,Asian
6579,30,Female,White
6580,5,Female,White
6581,65,Male,Black
6582,12,Male,Black
6583,12,Male,White
6584,70,Female,White
6585,52,Female,Black
6586,14,Male,Black
6587,50,Male,Black
6588,28,Male,White
6589,20,Female,White
6590,44,Female,Black
6591,10,Female,White
6592,17,Female,White
6593,14,Male,White
6594,1,Male,Asian
6595,37,Male,White
6596,36,Male,White
6597,18,Female,Hispanic
6598,15,Female,Hispanic
6599,15,Female,White
6600,58,Female,Black
6601,57,Female,White
6602,95,Male,White
6603,61,Male,Hispanic
6604,23,Male,Hispanic
6605,24,Male,Hispanic
6606,33,Female,White
6607,17,Female,Hispanic
6608,21,Male,White
6609,28,Male,White
6610,44,Female,Hispanic
6611,36,Male,Hispanic
6612,96,Female,Hispanic
6613,40,Female,White
6614,43,Female,Asian
6615,14,Male,Black
6616,70,Male,White
6617,15,Male,Black
6618,66,Male,White
6619,10,Female,White
6620,33,Female,White
6621,28,Female,Hispanic
6622,18,Female,White
6623,50,Female,White
6624,43,Male,White
6625,40,Female,Asian
6626,35,Male,Black
6627,31,Female,White
6628,4,Female,Hispanic
6629,5,Female,Asian
6630,52,Female,Black
6631,14,Male,Hispanic
6632,31,Male,Asian
6633,20,Female,White
6634,43,Male,White
6635,18,Male,Hispanic
6636,31,Female,Hispanic
6637,40,Female,Hispanic
6638,28,Female,White
6639,74,Male,White
6640,1,Female,White
6641,36,Male,White
6642,20,Male,White
6643,40,Female,Two
6644,43,Male,Hispanic
6645,8,Female,White
6646,10,Female,White
6647,70,Female,White
6648,35,Female,Hispanic
6649,66,Female,White
6650,42,Female,White
6651,25,Male,Black
6652,24,Female,White
6653,30,Male,Hispanic
6654,48,Male,Black
6655,43,Male,White
6656,64,Female,White
6657,32,Female,White
6658,22,Male,Hispanic
6659,42,Female,Hispanic
6660,62,Male,Hispanic
6661,41,Male,Black
6662,80,Female,Hispanic
6663,52,Female,White
6664,74,Male,White
6665,10,Male,Black
6666,5,Male,White
6667,40,Female,White
6668,45,Male,Asian
6669,42,Male,Hispanic
6670,51,Female,Hispanic
6671,50,Female,Hispanic
6672,16,Female,White
6673,44,Male,White
6674,58,Male,Black
6675,55,Female,Hispanic
6676,41,Female,Black
6677,58,Female,Hispanic
6678,78,Male,Hispanic
6679,28,Male,White
6680,43,Male,White
6681,5,Female,Hispanic
6682,11,Female,Hispanic
6683,57,Female,Black
6684,0,Female,Two
6685,50,Male,Black
6686,87,Female,White
6687,16,Female,White
6688,3,Female,Black
6689,60,Male,Hispanic
6690,26,Female,Black
6691,85,Female,White
6692,18,Male,Hispanic
6693,70,Female,Hispanic
6694,64,Male,White
6695,7,Female,Black
6696,45,Male,White
6697,17,Male,White
6698,35,Male,White
6699,32,Female,White
6700,16,Male,Hispanic
6701,62,Female,Hispanic
6702,41,Male,Black
6703,10,Male,White
6704,17,Female,White
6705,63,Male,White
6706,56,Female,White
6707,56,Male,Black
6708,67,Male,White
6709,70,Male,Hispanic
6710,71,Male,Black
6711,28,Female,Black
6712,72,Female,White
6713,46,Female,White
6714,33,Male,White
6715,14,Female,Hispanic
6716,20,Female,Hispanic
6717,15,Female,White
6718,22,Male,White
6719,15,Female,Hispanic
6720,52,Male,White
6721,42,Male,Hispanic
6722,41,Female,White
6723,26,Female,White
6724,5,Male,Hispanic
6725,44,Male,Hispanic
6726,2,Male,Hispanic
6727,36,Male,Black
6728,11,Male,Hispanic
6729,24,Male,Black
6730,38,Female,Hispanic
6731,34,Female,Hispanic
6732,55,Male,White
6733,20,Female,White
6734,6,Female,White
6735,37,Female,White
6736,52,Male,White
6737,17,Male,Black
6738,31,Female,Hispanic
6739,3,Female,White
6740,47,Male,Black
6741,27,Female,White
6742,52,Male,Hispanic
6743,30,Female,White
6744,60,Female,Black
6745,61,Female,White
6746,67,Female,White
6747,13,Female,White
6748,74,Female,Hispanic
6749,13,Male,White
6750,8,Female,Hispanic
6751,2,Female,Hispanic
6752,57,Male,Hispanic
6753,13,Female,Black
6754,25,Female,Black
6755,48,Male,Hispanic
6756,24,Female,White
6757,1,Male,Black
6758,10,Female,Hispanic
6759,28,Male,Hispanic
6760,47,Male,Black
6761,10,Female,Hispanic
6762,60,Female,Asian
6763,23,Male,White
6764,13,Female,Black
6765,45,Male,Hispanic
6766,68,Male,Hispanic
6767,78,Female,Hispanic
6768,62,Male,White
6769,52,Female,White
6770,32,Male,Hispanic
6771,47,Female,Hispanic
6772,60,Female,White
6773,25,Male,White
6774,20,Male,Hispanic
6775,46,Male,White
6776,18,Female,White
6777,10,Male,Hispanic
6778,98,Male,Hispanic
6779,62,Male,White
6780,21,Female,White
6781,6,Male,White
6782,71,Male,Hispanic
6783,50,Male,Hispanic
6784,26,Female,Hispanic
6785,5,Male,Hispanic
6786,46,Male,Hispanic
6787,35,Female,Asian
6788,25,Male,White
6789,62,Female,Black
6790,6,Female,White
6791,14,Male,Hispanic
6792,56,Male,Hispanic
6793,38,Female,Hispanic
6794,60,Female,White
6795,41,Female,White
6796,72,Female,Hispanic
6797,31,Male,Black
6798,28,Female,White
6799,36,Female,White
6800,75,Female,Hispanic
6801,31,Female,Hispanic
6802,47,Female,Hispanic
6803,22,Female,White
6804,17,Male,White
6805,85,Female,Hispanic
6806,10,Female,White
6807,7,Female,Hispanic
6808,18,Male,White
6809,25,Female,Hispanic
6810,2,Male,White
6811,70,Female,White
6812,67,Female,Hispanic
6813,64,Female,White
6814,27,Male,Hispanic
6815,74,Male,Two
6816,52,Male,White
6817,17,Male,Hispanic
6818,18,Male,Hispanic
6819,5,Female,Hispanic
6820,42,Female,Hispanic
6821,83,Male,Hispanic
6822,43,Male,White
6823,23,Female,White
6824,35,Male,Black
6825,60,Female,Black
6826,60,Male,White
6827,46,Male,Hispanic
6828,36,Female,Black
6829,22,Male,Hispanic
6830,41,Male,Hispanic
6831,40,Male,White
6832,5,Female,Black
6833,63,Female,Black
6834,22,Female,White
6835,60,Male,White
6836,13,Female,White
6837,1,Female,White
6838,32,Female,White
6839,57,Male,Hispanic
6840,23,Male,White
6841,41,Female,White
6842,17,Female,White
6843,14,Female,Hispanic
6844,21,Female,White
6845,17,Female,White
6846,2,Female,Hispanic
6847,63,Female,Black
6848,61,Male,Hispanic
6849,15,Male,Hispanic
6850,76,Female,White
6851,58,Male,Hispanic
6852,5,Male,White
6853,2,Male,White
6854,33,Female,White
6855,38,Female,White
6856,11,Female,White
6857,64,Male,White
6858,4,Female,Black
6859,51,Male,Two
6860,11,Female,Hispanic
6861,2,Female,Hispanic
6862,54,Female,White
6863,18,Female,White
6864,15,Male,Hispanic
6865,18,Female,Hispanic
6866,74,Male,White
6867,72,Female,White
6868,75,Female,Hispanic
6869,73,Female,Hispanic
6870,6,Female,Hispanic
6871,31,Female,White
6872,25,Male,Hispanic
6873,63,Male,White
6874,13,Female,White
6875,33,Female,White
6876,57,Male,White
6877,30,Female,Black
6878,38,Female,White
6879,20,Female,Hispanic
6880,21,Female,Hispanic
6881,21,Male,White
6882,17,Male,Hispanic
6883,62,Female,White
6884,53,Female,Black
6885,76,Male,Two
6886,23,Male,Hispanic
6887,31,Female,Asian
6888,84,Female,White
6889,18,Male,White
6890,48,Female,Hispanic
6891,61,Female,Black
